Image,Score
dreamStudio_6_2_0_1.jpg,1.818181818
deepai_9_6_0_1.jpg,2.818181818
deepai_1_8_1_1.jpg,2.090909091
deepai_5_6_1_1.jpg,2.454545455
deepai_8_7_1_0.jpg,2.772727273
dreamStudio_4_9_0_0.jpg,0.409090909
deepai_8_1_0_1.jpg,4.545454545
dreamStudio_4_3_0_0.jpg,1.727272727
dreamStudio_0_3_0_0.jpg,3.045454545
deepai_3_9_0_1.jpg,3.681818182
deepai_5_1_0_0.jpg,2.954545455
deepai_4_13_0_0.jpg,3.590909091
deepai_8_6_1_1.jpg,2.409090909
deepai_1_1_1_0.jpg,1.909090909
dreamStudio_6_7_1_0.jpg,1.954545455
deepai_0_10_0_0.jpg,2.954545455
deepai_2_5_1_0.jpg,3.363636364
deepai_3_7_0_0.jpg,4.136363636
deepai_9_12_1_1.jpg,2.136363636
deepai_7_0_0_0.jpg,3.090909091
dreamStudio_7_9_0_1.jpg,0.636363636
deepai_8_12_1_0.jpg,2.681818182
deepai_7_6_1_0.jpg,2.409090909
deepai_3_5_0_0.jpg,2.954545455
deepai_10_6_1_0.jpg,2
deepai_10_0_1_0.jpg,3.272727273
dreamStudio_5_1_0_0.jpg,2.227272727
deepai_5_13_0_1.jpg,2.454545455
deepai_7_8_0_1.jpg,3.272727273
deepai_3_13_0_0.jpg,3.727272727
deepai_3_13_1_1.jpg,2.363636364
deepai_4_1_0_1.jpg,3.090909091
dreamStudio_2_9_1_0.jpg,1.909090909
dreamStudio_5_1_1_0.jpg,1.818181818
dreamStudio_2_8_1_0.jpg,1.863636364
deepai_5_5_1_0.jpg,2.136363636
dreamStudio_4_9_1_0.jpg,0.363636364
deepai_0_5_0_0.jpg,2.590909091
deepai_11_9_1_0.jpg,2.272727273
deepai_9_12_0_0.jpg,2.818181818
dreamStudio_5_7_0_1.jpg,2.681818182
deepai_5_8_0_0.jpg,2.5
deepai_7_8_0_0.jpg,1.590909091
dreamStudio_1_6_0_1.jpg,0.909090909
deepai_11_12_0_1.jpg,2.409090909
deepai_9_3_1_1.jpg,2.590909091
deepai_7_2_1_1.jpg,3
deepai_3_4_0_1.jpg,3.045454545
dreamStudio_1_8_1_1.jpg,2.272727273
dreamStudio_7_5_0_1.jpg,0.090909091
deepai_2_6_1_1.jpg,2.863636364
dreamStudio_2_4_1_1.jpg,1.727272727
deepai_6_11_1_1.jpg,2.863636364
deepai_5_9_1_1.jpg,2.772727273
deepai_11_3_1_1.jpg,1.909090909
dreamStudio_7_5_1_0.jpg,1.727272727
deepai_9_14_0_0.jpg,2.090909091
deepai_11_5_0_1.jpg,2.409090909
deepai_10_4_1_1.jpg,1.636363636
deepai_4_0_1_0.jpg,2.5
deepai_9_4_1_1.jpg,2.045454545
dreamStudio_4_1_1_1.jpg,1.181818182
deepai_9_9_1_1.jpg,2.772727273
dreamStudio_5_5_1_1.jpg,1.863636364
deepai_9_12_1_0.jpg,2.772727273
deepai_1_6_1_1.jpg,3.409090909
dreamStudio_4_7_0_1.jpg,1.318181818
deepai_5_0_0_1.jpg,2.954545455
dreamStudio_2_1_0_0.jpg,1.909090909
deepai_3_11_1_0.jpg,2.863636364
deepai_7_14_0_1.jpg,4.318181818
deepai_2_13_1_0.jpg,4.181818182
dreamStudio_7_3_1_0.jpg,1.909090909
deepai_5_12_1_0.jpg,3.090909091
deepai_0_8_0_1.jpg,3.045454545
deepai_6_11_0_1.jpg,4.227272727
deepai_3_3_1_1.jpg,3.227272727
dreamStudio_2_7_0_0.jpg,2.681818182
deepai_3_0_0_0.jpg,2.590909091
deepai_11_5_1_1.jpg,2.818181818
deepai_8_2_0_1.jpg,2.636363636
deepai_11_6_0_0.jpg,2.454545455
dreamStudio_5_6_1_0.jpg,1.636363636
deepai_10_8_0_0.jpg,3.045454545
deepai_2_2_1_1.jpg,2.772727273
dreamStudio_5_6_0_1.jpg,1.681818182
deepai_8_13_1_1.jpg,4.590909091
deepai_10_0_0_1.jpg,4.818181818
deepai_9_2_0_0.jpg,2.818181818
deepai_2_14_0_0.jpg,4.363636364
deepai_6_8_1_0.jpg,3
deepai_1_7_1_0.jpg,2.136363636
dreamStudio_8_7_0_1.jpg,2.409090909
dreamStudio_8_7_0_0.jpg,1.818181818
deepai_3_11_0_1.jpg,4.409090909
deepai_4_7_0_0.jpg,2
deepai_10_6_1_1.jpg,2.727272727
deepai_6_0_0_1.jpg,4.227272727
dreamStudio_1_5_0_0.jpg,1.181818182
dreamStudio_1_7_0_0.jpg,1.045454545
deepai_10_11_0_0.jpg,2.318181818
deepai_5_3_1_0.jpg,2.454545455
dreamStudio_6_7_1_1.jpg,1.5
deepai_0_9_1_0.jpg,3.136363636
dreamStudio_7_6_1_1.jpg,1.636363636
deepai_0_11_0_0.jpg,2.636363636
deepai_0_13_1_1.jpg,1.772727273
deepai_7_0_1_1.jpg,2.409090909
dreamStudio_7_6_1_0.jpg,1.363636364
deepai_10_5_0_1.jpg,2.090909091
deepai_6_4_0_0.jpg,3.090909091
dreamStudio_8_9_0_0.jpg,1.727272727
deepai_0_12_1_1.jpg,3.545454545
deepai_4_3_0_0.jpg,3
deepai_2_7_0_1.jpg,4.681818182
dreamStudio_8_9_1_.jpg,2.045454545
deepai_1_8_0_0.jpg,2.090909091
dreamStudio_6_9_0_0.jpg,0.681818182
deepai_10_10_0_0.jpg,3.863636364
deepai_11_9_1_1.jpg,3.954545455
deepai_8_14_0_0.jpg,3.954545455
dreamStudio_2_6_1_0.jpg,0.090909091
deepai_2_8_1_0.jpg,3.409090909
dreamStudio_2_3_1_0.jpg,2.318181818
deepai_8_10_0_0.jpg,2.545454545
deepai_10_9_1_0.jpg,3.909090909
deepai_11_4_0_0.jpg,3.863636364
deepai_9_8_0_0.jpg,2.863636364
deepai_8_13_0_0.jpg,3.090909091
deepai_7_6_1_1.jpg,2.954545455
deepai_10_13_1_0.jpg,1.727272727
deepai_3_10_1_1.jpg,4
deepai_9_1_1_0.jpg,3.181818182
dreamStudio_0_4_0_1.jpg,2.136363636
dreamStudio_2_8_1_1.jpg,2.409090909
deepai_8_0_0_0.jpg,3.454545455
deepai_0_4_1_0.jpg,2.363636364
deepai_0_13_0_0.jpg,2.863636364
deepai_1_11_0_0.jpg,2.409090909
deepai_8_3_0_0.jpg,3.136363636
deepai_3_14_0_1.jpg,3.954545455
dreamStudio_7_1_0_0.jpg,2.818181818
dreamStudio_4_1_0_1.jpg,2.636363636
deepai_9_6_1_1.jpg,2.772727273
deepai_9_7_1_0.jpg,2.409090909
deepai_8_12_0_1.jpg,2.681818182
deepai_7_2_0_0.jpg,2.954545455
deepai_10_14_1_1.jpg,2.772727273
deepai_7_11_1_1.jpg,2.863636364
deepai_4_14_1_1.jpg,2.727272727
deepai_9_3_0_0.jpg,2.454545455
dreamStudio_8_9_0_1.jpg,0.772727273
deepai_6_9_1_1.jpg,2.636363636
dreamStudio_2_0_0_1.jpg,2.5
deepai_5_2_0_1.jpg,2.454545455
deepai_1_12_1_0.jpg,2.818181818
deepai_11_8_1_1.jpg,3.454545455
deepai_10_9_0_1.jpg,2.363636364
dreamStudio_7_8_1_1.jpg,3.272727273
dreamStudio_4_8_0_0.jpg,2.136363636
dreamStudio_1_2_0_0.jpg,2.090909091
deepai_11_2_0_1.jpg,3.181818182
deepai_2_1_1_0.jpg,3.590909091
deepai_11_10_1_1.jpg,2.954545455
deepai_6_6_0_0.jpg,2.5
deepai_7_9_1_0.jpg,2.545454545
deepai_1_1_0_0.jpg,2.272727273
deepai_8_12_0_0.jpg,3.409090909
deepai_2_10_0_0.jpg,2.545454545
dreamStudio_7_3_0_1.jpg,2.136363636
deepai_8_5_0_0.jpg,3.545454545
deepai_1_9_0_0.jpg,4.045454545
dreamStudio_7_5_1_1.jpg,2.636363636
deepai_0_13_0_1.jpg,2.954545455
dreamStudio_4_6_1_0.jpg,1.818181818
dreamStudio_3_7_1_1.jpg,2.590909091
dreamStudio_8_9_1_0.jpg,1.363636364
dreamStudio_7_8_1_0.jpg,2.5
dreamStudio_1_1_1_1.jpg,1.954545455
dreamStudio_6_1_1_0.jpg,2
deepai_9_7_1_1.jpg,2.954545455
dreamStudio_2_7_1_1.jpg,2.5
dreamStudio_2_4_0_0.jpg,2
dreamStudio_1_0_1_1.jpg,1.636363636
dreamStudio_2_1_1_0.jpg,2.454545455
deepai_10_1_1_1.jpg,5
deepai_6_3_0_1.jpg,3.227272727
deepai_7_10_0_1.jpg,3.727272727
deepai_3_7_0_1.jpg,4.318181818
dreamStudio_6_6_1_1.jpg,2.318181818
dreamStudio_6_7_0_0.jpg,2.090909091
deepai_8_2_0_0.jpg,2.409090909
dreamStudio_6_9_1_1.jpg,1.863636364
deepai_4_10_1_0.jpg,2.772727273
deepai_4_4_0_1.jpg,2.5
dreamStudio_1_1_0_0.jpg,2.318181818
dreamStudio_7_2_0_0.jpg,1.954545455
deepai_0_7_0_1.jpg,2.954545455
deepai_7_7_1_1.jpg,3.5
dreamStudio_0_6_0_1.jpg,1.045454545
deepai_6_7_0_1.jpg,2.909090909
deepai_10_12_1_0.jpg,2.590909091
dreamStudio_3_1_1_0.jpg,1.181818182
deepai_6_14_1_0.jpg,2.272727273
deepai_0_0_1_0.jpg,3.181818182
deepai_9_5_1_0.jpg,2.045454545
deepai_6_11_1_0.jpg,3.227272727
deepai_9_9_0_0.jpg,3.272727273
dreamStudio_7_2_0_1.jpg,2.363636364
deepai_6_4_1_0.jpg,2.409090909
deepai_11_4_1_0.jpg,2.681818182
deepai_10_3_1_0.jpg,2.545454545
deepai_3_3_0_0.jpg,2.772727273
deepai_0_8_1_1.jpg,2.227272727
deepai_8_10_1_0.jpg,2.545454545
dreamStudio_8_6_0_1.jpg,2
dreamStudio_4_2_0_0.jpg,2.181818182
deepai_5_4_0_1.jpg,2.818181818
dreamStudio_8_8_0_0.jpg,1.772727273
deepai_9_13_1_1.jpg,2.909090909
dreamStudio_3_4_0_1.jpg,3.454545455
dreamStudio_0_0_1_0.jpg,2.590909091
dreamStudio_0_6_1_0.jpg,2.272727273
deepai_5_3_0_1.jpg,2.545454545
deepai_6_9_1_0.jpg,3.272727273
deepai_0_6_0_0.jpg,3.272727273
dreamStudio_4_2_1_1.jpg,2.272727273
deepai_3_6_1_1.jpg,2.954545455
deepai_7_7_0_1.jpg,4.045454545
dreamStudio_2_1_0_1.jpg,2.545454545
deepai_11_11_0_0.jpg,2.636363636
dreamStudio_6_1_0_0.jpg,2.227272727
dreamStudio_4_7_0_0.jpg,1.227272727
deepai_6_13_0_1.jpg,2.909090909
dreamStudio_7_8_0_1.jpg,2.545454545
deepai_5_0_0_0.jpg,2.954545455
dreamStudio_0_3_1_0.jpg,1
dreamStudio_6_2_1_1.jpg,1.954545455
deepai_9_2_1_0.jpg,3.772727273
dreamStudio_0_6_1_1.jpg,1.863636364
deepai_7_12_0_0.jpg,3.181818182
deepai_4_8_1_1.jpg,2.272727273
deepai_6_1_1_1.jpg,4.090909091
deepai_3_12_0_1.jpg,4.318181818
deepai_8_10_0_1.jpg,4
dreamStudio_0_3_0_1.jpg,1.545454545
deepai_3_9_1_0.jpg,2.909090909
deepai_4_5_0_1.jpg,2.318181818
dreamStudio_6_5_1_1.jpg,2.090909091
deepai_3_6_0_0.jpg,3
deepai_5_1_1_1.jpg,2.409090909
dreamStudio_4_4_1_1.jpg,0.5
dreamStudio_0_0_0_0.jpg,3.045454545
dreamStudio_2_8_0_0.jpg,1.272727273
dreamStudio_4_6_1_1.jpg,1.136363636
deepai_5_1_1_0.jpg,2.272727273
deepai_5_8_1_0.jpg,2.363636364
dreamStudio_3_6_0_0.jpg,1.909090909
dreamStudio_5_2_0_1.jpg,1.409090909
deepai_5_13_0_0.jpg,2.545454545
deepai_0_7_1_1.jpg,3.090909091
dreamStudio_8_7_1_0.jpg,1.5
deepai_1_14_1_0.jpg,3.045454545
deepai_0_3_1_1.jpg,3.045454545
deepai_1_0_0_0.jpg,3.272727273
dreamStudio_6_8_1_0.jpg,2.636363636
deepai_10_4_1_0.jpg,2.909090909
deepai_0_12_1_0.jpg,3.954545455
deepai_4_5_1_1.jpg,3.090909091
dreamStudio_7_4_0_1.jpg,1.363636364
dreamStudio_8_1_1_1.jpg,1.181818182
dreamStudio_1_4_0_0.jpg,1.454545455
deepai_7_9_1_1.jpg,4.363636364
dreamStudio_2_8_0_1.jpg,3.227272727
dreamStudio_5_0_0_0.jpg,1.909090909
deepai_5_10_0_1.jpg,2.545454545
dreamStudio_8_4_1_0.jpg,1.590909091
deepai_7_14_1_0.jpg,4.409090909
deepai_9_10_0_0.jpg,3.863636364
dreamStudio_4_9_0_1.jpg,2.909090909
dreamStudio_7_9_1_1.jpg,2.272727273
deepai_10_14_0_1.jpg,4.090909091
deepai_6_13_0_0.jpg,3.454545455
deepai_11_4_0_1.jpg,2.636363636
dreamStudio_5_0_1_1.jpg,2
deepai_9_10_1_1.jpg,3.090909091
deepai_3_13_1_0.jpg,3.5
deepai_8_4_0_1.jpg,2.590909091
deepai_11_11_0_1.jpg,3.636363636
deepai_3_0_1_0.jpg,2.272727273
deepai_1_13_1_0.jpg,3.227272727
deepai_3_6_0_1.jpg,4.681818182
deepai_11_9_0_0.jpg,1.909090909
deepai_4_5_1_0.jpg,1.454545455
deepai_11_11_1_0.jpg,3.363636364
dreamStudio_5_7_1_0.jpg,1.772727273
deepai_11_14_0_0.jpg,1.727272727
dreamStudio_0_7_0_1.jpg,1.954545455
deepai_8_12_1_1.jpg,4.272727273
dreamStudio_3_3_1_0.jpg,2.136363636
deepai_2_12_0_1.jpg,2.863636364
dreamStudio_0_5_0_1.jpg,1.681818182
deepai_9_1_0_1.jpg,3.272727273
dreamStudio_2_0_1_1.jpg,2.136363636
dreamStudio_7_4_0_0.jpg,2.090909091
deepai_8_13_0_1.jpg,2.454545455
dreamStudio_6_3_1_0.jpg,3.090909091
deepai_2_6_1_0.jpg,2.363636364
dreamStudio_6_0_0_0.jpg,3.272727273
deepai_4_6_1_0.jpg,2.818181818
deepai_11_2_1_1.jpg,3.909090909
dreamStudio_6_6_0_0.jpg,1.727272727
deepai_3_12_1_0.jpg,3.954545455
dreamStudio_5_3_1_0.jpg,1.954545455
deepai_4_1_0_0.jpg,2.681818182
deepai_1_7_1_1.jpg,3.045454545
dreamStudio_0_0_0_1.jpg,3.227272727
deepai_4_13_1_0.jpg,3.818181818
deepai_2_12_0_0.jpg,3.318181818
deepai_0_2_1_1.jpg,2.954545455
dreamStudio_1_9_0_1.jpg,2.181818182
deepai_4_10_0_0.jpg,2.636363636
deepai_2_2_1_0.jpg,2.318181818
deepai_1_1_0_1.jpg,2.954545455
deepai_1_9_1_0.jpg,2.409090909
dreamStudio_1_8_0_0.jpg,2.727272727
dreamStudio_4_5_0_0.jpg,1.227272727
deepai_6_3_1_1.jpg,2.954545455
deepai_5_10_1_1.jpg,2.818181818
deepai_3_2_1_1.jpg,3.227272727
deepai_1_2_1_1.jpg,4.454545455
deepai_2_8_0_0.jpg,2.863636364
deepai_11_1_1_0.jpg,3.181818182
dreamStudio_5_9_0_1.jpg,2.227272727
deepai_11_13_0_0.jpg,3.5
deepai_0_13_1_0.jpg,2.045454545
dreamStudio_2_0_1_0.jpg,1.272727273
deepai_9_14_0_1.jpg,4.5
deepai_5_3_1_1.jpg,3.409090909
deepai_2_13_0_1.jpg,3
dreamStudio_0_3_1_1.jpg,3.136363636
dreamStudio_5_5_1_0.jpg,1.5
dreamStudio_5_3_0_0.jpg,1.272727273
dreamStudio_8_3_0_0.jpg,1.363636364
dreamStudio_6_1_1_1.jpg,3
dreamStudio_7_3_1_1.jpg,2.636363636
dreamStudio_4_2_1_0.jpg,0.772727273
dreamStudio_0_0_1_1.jpg,2.454545455
deepai_6_10_0_0.jpg,2.818181818
deepai_1_12_1_1.jpg,4.318181818
dreamStudio_8_5_0_0.jpg,2.227272727
dreamStudio_6_1_0_1.jpg,2.136363636
deepai_6_7_1_1.jpg,2.181818182
deepai_6_12_1_0.jpg,2.5
deepai_10_7_0_1.jpg,4.090909091
dreamStudio_1_7_0_1.jpg,2.409090909
deepai_11_14_1_1.jpg,3.318181818
dreamStudio_0_8_1_0.jpg,2.136363636
deepai_9_10_1_0.jpg,3.045454545
dreamStudio_2_6_0_0.jpg,1.272727273
deepai_9_4_1_0.jpg,2.454545455
deepai_8_11_1_0.jpg,2.272727273
deepai_4_12_1_0.jpg,4.590909091
dreamStudio_5_3_0_1.jpg,2.227272727
deepai_11_8_0_0.jpg,2.136363636
dreamStudio_2_3_0_0.jpg,1.954545455
deepai_3_14_1_0.jpg,2.272727273
deepai_7_2_1_0.jpg,2.272727273
deepai_3_9_1_1.jpg,3.045454545
deepai_9_2_1_1.jpg,2.409090909
deepai_7_9_0_0.jpg,2.636363636
deepai_1_1_1_1.jpg,3.227272727
deepai_2_0_1_1.jpg,4.590909091
deepai_3_2_0_0.jpg,2.772727273
deepai_11_7_1_0.jpg,2.590909091
deepai_0_14_0_0.jpg,2.909090909
deepai_7_3_1_1.jpg,2.818181818
deepai_2_2_0_0.jpg,2.636363636
deepai_9_11_1_0.jpg,2.5
dreamStudio_8_2_1_0.jpg,1.636363636
deepai_11_5_0_0.jpg,2.772727273
dreamStudio_1_9_0_0.jpg,2.227272727
dreamStudio_7_0_0_0.jpg,0.863636364
deepai_5_14_1_1.jpg,1.818181818
deepai_4_9_0_0.jpg,3.090909091
dreamStudio_8_7_1_1.jpg,3
deepai_4_4_1_0.jpg,2.636363636
dreamStudio_6_0_1_0.jpg,1.5
dreamStudio_4_5_1_1.jpg,1
dreamStudio_0_5_0_0.jpg,1.909090909
dreamStudio_5_7_0_0.jpg,2.954545455
deepai_5_13_1_0.jpg,4.545454545
deepai_6_10_0_1.jpg,4.181818182
dreamStudio_3_5_0_0.jpg,2.181818182
deepai_5_6_0_1.jpg,3.409090909
dreamStudio_1_2_1_1.jpg,2.5
deepai_3_11_0_0.jpg,3.318181818
deepai_11_10_1_0.jpg,2.5
dreamStudio_7_1_1_0.jpg,2.681818182
dreamStudio_0_2_0_1.jpg,1.772727273
deepai_0_8_0_0.jpg,3.318181818
deepai_8_8_0_1.jpg,2.909090909
deepai_4_3_1_0.jpg,3.227272727
deepai_3_11_1_1.jpg,2.818181818
deepai_3_8_0_0.jpg,4.363636364
dreamStudio_5_5_0_0.jpg,2.636363636
deepai_1_5_0_0.jpg,2.272727273
deepai_8_11_1_1.jpg,3.681818182
deepai_0_3_0_1.jpg,4.227272727
deepai_0_6_1_1.jpg,2.136363636
deepai_3_8_1_0.jpg,1.772727273
dreamStudio_7_2_1_0.jpg,2.545454545
dreamStudio_2_5_0_1.jpg,2.863636364
deepai_0_1_0_1.jpg,3.818181818
dreamStudio_3_4_1_0.jpg,2.090909091
dreamStudio_4_7_1_1.jpg,2.045454545
deepai_7_13_0_0.jpg,2.636363636
deepai_11_7_0_0.jpg,2.818181818
deepai_11_6_1_0.jpg,2.636363636
deepai_6_2_0_0.jpg,3.272727273
dreamStudio_8_2_0_1.jpg,2.136363636
dreamStudio_8_2_1_1.jpg,1.409090909
dreamStudio_5_9_1_1.jpg,1
deepai_6_1_1_0.jpg,2.818181818
dreamStudio_6_9_1_0.jpg,3.409090909
deepai_9_0_1_0.jpg,3.318181818
deepai_4_12_0_1.jpg,2.681818182
deepai_6_6_1_1.jpg,3.090909091
dreamStudio_2_3_1_1.jpg,2.136363636
deepai_1_12_0_0.jpg,4.227272727
deepai_4_10_0_1.jpg,2.409090909
dreamStudio_6_8_1_1.jpg,3.409090909
deepai_9_4_0_1.jpg,2.590909091
deepai_3_3_0_1.jpg,2.590909091
deepai_7_6_0_0.jpg,3.045454545
deepai_1_3_1_1.jpg,3
dreamStudio_2_0_0_0.jpg,1.863636364
deepai_0_11_0_1.jpg,4.590909091
dreamStudio_2_5_1_1.jpg,2.227272727
deepai_3_14_0_0.jpg,4.272727273
dreamStudio_1_9_1_1.jpg,3
deepai_2_14_1_0.jpg,3.045454545
deepai_0_7_0_0.jpg,2.227272727
deepai_10_10_1_0.jpg,2.363636364
deepai_5_5_1_1.jpg,2.818181818
deepai_9_4_0_0.jpg,2.545454545
dreamStudio_1_4_1_0.jpg,1.727272727
deepai_8_2_1_1.jpg,2.909090909
dreamStudio_0_8_1_1.jpg,2.909090909
dreamStudio_0_1_0_0.jpg,2.409090909
deepai_6_3_1_0.jpg,3.136363636
deepai_4_1_1_1.jpg,3.272727273
deepai_0_1_1_0.jpg,2.454545455
deepai_10_14_1_0.jpg,2.363636364
deepai_6_10_1_0.jpg,2.363636364
dreamStudio_3_5_1_0.jpg,1.909090909
deepai_4_1_1_0.jpg,2.727272727
deepai_3_0_0_1.jpg,2.818181818
deepai_9_7_0_0.jpg,2.045454545
dreamStudio_8_8_1_1.jpg,2.090909091
deepai_7_3_0_0.jpg,2.363636364
deepai_0_5_1_1.jpg,2.363636364
deepai_1_3_1_0.jpg,2.590909091
deepai_8_1_1_0.jpg,2.909090909
dreamStudio_5_4_1_0.jpg,2.045454545
deepai_5_2_0_0.jpg,3.272727273
dreamStudio_0_6_0_0.jpg,1.863636364
deepai_1_2_0_0.jpg,3
dreamStudio_2_9_0_1.jpg,2
deepai_3_12_1_1.jpg,4.954545455
deepai_1_7_0_0.jpg,4.045454545
deepai_2_0_1_0.jpg,2.772727273
dreamStudio_3_6_1_1.jpg,2.227272727
deepai_10_2_1_0.jpg,2.409090909
deepai_1_14_0_0.jpg,2.181818182
deepai_5_4_1_1.jpg,2.545454545
deepai_4_8_0_0.jpg,2
dreamStudio_3_1_0_1.jpg,2.045454545
dreamStudio_5_9_0_0.jpg,2.227272727
dreamStudio_3_7_0_1.jpg,2.272727273
deepai_6_8_1_1.jpg,2.409090909
deepai_6_9_0_0.jpg,2.863636364
dreamStudio_3_5_0_1.jpg,3.318181818
deepai_10_6_0_1.jpg,3.136363636
dreamStudio_3_1_1_1.jpg,2.863636364
deepai_8_9_0_0.jpg,2.636363636
deepai_8_2_1_0.jpg,2.772727273
deepai_9_8_1_0.jpg,2.5
deepai_1_0_1_1.jpg,3.681818182
deepai_8_6_0_1.jpg,2.5
deepai_10_5_0_0.jpg,3.181818182
deepai_8_5_0_1.jpg,3.181818182
deepai_8_6_0_0.jpg,3.5
dreamStudio_5_4_0_0.jpg,1.954545455
deepai_0_5_1_0.jpg,3.090909091
deepai_7_13_1_1.jpg,4.227272727
deepai_8_8_1_1.jpg,4.272727273
deepai_9_10_0_1.jpg,4.181818182
deepai_11_6_1_1.jpg,4
deepai_2_9_1_0.jpg,2.5
deepai_5_8_1_1.jpg,2.409090909
dreamStudio_7_8_0_0.jpg,2.181818182
deepai_9_13_1_0.jpg,2.363636364
deepai_8_1_0_0.jpg,3.181818182
deepai_10_0_1_1.jpg,2.590909091
deepai_2_3_0_1.jpg,2.863636364
deepai_0_11_1_0.jpg,3.272727273
deepai_5_11_1_0.jpg,3
deepai_1_10_0_1.jpg,3
deepai_10_2_0_0.jpg,2.318181818
dreamStudio_1_5_1_0.jpg,1.636363636
deepai_5_2_1_1.jpg,3.363636364
deepai_4_0_0_1.jpg,3.727272727
dreamStudio_4_7_1_0.jpg,2.636363636
deepai_3_0_1_1.jpg,4.227272727
dreamStudio_2_5_1_0.jpg,0.954545455
deepai_9_13_0_0.jpg,2.636363636
dreamStudio_1_2_1_0.jpg,2.090909091
dreamStudio_4_9_1_1.jpg,1.409090909
deepai_8_4_0_0.jpg,4.318181818
deepai_10_4_0_1.jpg,3.045454545
deepai_1_4_1_1.jpg,2.818181818
deepai_0_12_0_0.jpg,3.090909091
deepai_1_7_0_1.jpg,3.227272727
dreamStudio_6_3_0_1.jpg,2.772727273
dreamStudio_0_9_1_1.jpg,2.454545455
dreamStudio_6_6_1_0.jpg,1.136363636
deepai_11_3_0_1.jpg,2.590909091
deepai_7_4_0_1.jpg,3.045454545
dreamStudio_2_1_1_1.jpg,2.318181818
dreamStudio_3_8_1_0.jpg,1.909090909
deepai_11_5_1_0.jpg,2.5
dreamStudio_8_6_1_0.jpg,1.727272727
deepai_1_11_1_1.jpg,3.045454545
dreamStudio_1_5_1_1.jpg,3.045454545
deepai_2_4_0_1.jpg,3.590909091
dreamStudio_5_8_1_1.jpg,2.681818182
deepai_7_8_1_0.jpg,2.227272727
